state,district,favored,confidence,redistricting_voter_power,anti_gerrymandering_party,abs_power
MA,MA-HD-9th Hampden,D,Safe,-4.34E-08,R,4.34269E-08
TN,TN-HD-89,R,Safe,4.34E-08,D,4.33965E-08
MA,MA-HD-5th Hampden,D,Safe,-4.33E-08,R,4.32707E-08
TN,TN-HD-64,R,Safe,4.32E-08,D,4.3234E-08
MA,MA-HD-31st Middlesex,D,Safe,-4.32E-08,R,4.31932E-08
MA,MA-HD-15th Middlesex,D,Safe,-4.32E-08,R,4.31524E-08
MA,MA-HD-11th Hampden,D,Safe,-4.31E-08,R,4.3132E-08
MA,MA-HD-30th Middlesex,D,Safe,-4.31E-08,R,4.3069E-08
MA,MA-HD-12th Norfolk,D,Safe,-4.31E-08,R,4.30685E-08
MA,MA-HD-2nd Norfolk,D,Safe,-4.31E-08,R,4.30615E-08
MA,MA-HD-16th Suffolk,D,Safe,-4.30E-08,R,4.29741E-08
OR,OR-HD-53,R,Safe,-4.29E-08,R,4.29231E-08
TN,TN-HD-38,R,Safe,4.28E-08,D,4.28263E-08
TN,TN-HD-25,R,Safe,4.28E-08,D,4.28133E-08
MA,MA-HD-12th Middlesex,D,Safe,-4.28E-08,R,4.27524E-08
MA,MA-HD-12th Hampden,D,Safe,-4.27E-08,R,4.26657E-08
MA,MA-HD-2nd Suffolk,D,Safe,-4.26E-08,R,4.26358E-08
MA,MA-HD-13th Bristol,D,Safe,-4.24E-08,R,4.24111E-08
MA,MA-HD-35th Middlesex,D,Safe,-4.23E-08,R,4.2348E-08
MA,MA-HD-14th Worcester,D,Safe,-4.22E-08,R,4.22166E-08
TN,TN-HD-57,R,Safe,4.22E-08,D,4.21981E-08
MA,MA-HD-5th Norfolk,D,Safe,-4.22E-08,R,4.21835E-08
MA,MA-HD-13th Norfolk,D,Safe,-4.21E-08,R,4.21206E-08
GA,GA-HD-124,D,Safe,4.21E-08,D,4.2079E-08
MA,MA-HD-24th Middlesex,D,Safe,-4.18E-08,R,4.18466E-08
MA,MA-HD-6th Bristol,D,Safe,-4.17E-08,R,4.16951E-08
MA,MA-HD-10th Suffolk,D,Safe,-4.17E-08,R,4.16879E-08
MA,MA-HD-7th Norfolk,D,Safe,-4.16E-08,R,4.15579E-08
MA,MA-HD-3rd Berkshire,D,Safe,-4.15E-08,R,4.14656E-08
MA,MA-HD-14th Norfolk,D,Safe,-4.14E-08,R,4.13655E-08
MA,MA-HD-10th Hampden,D,Safe,-4.13E-08,R,4.12867E-08
MA,MA-HD-12th Essex,D,Safe,-4.12E-08,R,4.11898E-08
MA,MA-HD-11th Plymouth,D,Safe,-4.12E-08,R,4.11813E-08
MA,MA-HD-10th Middlesex,D,Safe,-4.11E-08,R,4.1132E-08
MA,MA-HD-5th Middlesex,D,Safe,-4.09E-08,R,4.09116E-08
MA,MA-HD-21st Middlesex,D,Safe,-4.08E-08,R,4.0781E-08
MA,MA-HD-6th Middlesex,D,Safe,-4.06E-08,R,4.05508E-08
TN,TN-HD-26,R,Safe,4.05E-08,D,4.05047E-08
MA,MA-HD-6th Norfolk,D,Safe,-4.05E-08,R,4.04703E-08
MA,MA-HD-3rd Middlesex,D,Safe,-4.04E-08,R,4.04473E-08
MA,MA-HD-3rd Norfolk,D,Safe,-4.04E-08,R,4.0447E-08
MA,MA-HD-3rd Essex,D,Safe,-4.04E-08,R,4.03919E-08
MA,MA-HD-13th Middlesex,D,Safe,-4.03E-08,R,4.03463E-08
TN,TN-HD-48,R,Safe,4.03E-08,D,4.02854E-08
MA,MA-HD-15th Essex,D,Safe,-4.02E-08,R,4.02394E-08
MA,MA-HD-8th Norfolk,D,Safe,-4.02E-08,R,4.01706E-08
MA,MA-HD-12th Worcester,D,Safe,-4.02E-08,R,4.01688E-08
MA,MA-HD-13th Worcester,D,Safe,-4.01E-08,R,4.01271E-08
MA,MA-HD-15th Norfolk,D,Safe,-4.00E-08,R,4.00192E-08
TN,TN-HD-34,R,Safe,3.99E-08,D,3.9852E-08
MA,MA-HD-8th Bristol,D,Safe,-3.98E-08,R,3.98004E-08
MA,MA-HD-11th Norfolk,D,Safe,-3.95E-08,R,3.95339E-08
MA,MA-HD-32nd Middlesex,D,Safe,-3.95E-08,R,3.95059E-08
MA,MA-HD-5th Essex,D,Safe,-3.93E-08,R,3.92622E-08
MA,MA-HD-8th Hampden,D,Safe,-3.92E-08,R,3.91556E-08
MA,MA-HD-10th Bristol,D,Safe,-3.91E-08,R,3.90572E-08
MA,MA-HD-1st Berkshire,D,Safe,-3.90E-08,R,3.90026E-08
MA,MA-HD-6th Essex,D,Safe,-3.90E-08,R,3.8983E-08
MA,MA-HD-36th Middlesex,D,Safe,-3.88E-08,R,3.88266E-08
MA,MA-HD-14th Suffolk,D,Safe,-3.88E-08,R,3.87941E-08
MA,MA-HD-17th Suffolk,D,Safe,-3.87E-08,R,3.87135E-08
MA,MA-HD-13th Suffolk,D,Safe,-3.87E-08,R,3.86979E-08
MA,MA-HD-10th Norfolk,D,Safe,-3.86E-08,R,3.85561E-08
MA,"MA-HD-Barnstable, Dukes & Nantucket",D,Safe,-3.84E-08,R,3.84498E-08
MA,MA-HD-7th Essex,D,Safe,-3.84E-08,R,3.83696E-08
MA,MA-HD-14th Middlesex,D,Safe,-3.83E-08,R,3.83219E-08
MA,MA-HD-6th Suffolk,D,Safe,-3.83E-08,R,3.82916E-08
MA,MA-HD-14th Essex,D,Safe,-3.81E-08,R,3.81268E-08
MA,MA-HD-12th Suffolk,D,Safe,-3.81E-08,R,3.81036E-08
MA,MA-HD-9th Bristol,D,Safe,-3.79E-08,R,3.79476E-08
MA,MA-HD-1st Hampshire,D,Safe,-3.79E-08,R,3.78968E-08
MA,MA-HD-23rd Middlesex,D,Safe,-3.79E-08,R,3.78908E-08
GA,GA-HD-92,D,Safe,3.78E-08,D,3.77912E-08
GA,GA-HD-39,D,Safe,3.78E-08,D,3.77577E-08
MA,MA-HD-15th Suffolk,D,Safe,-3.76E-08,R,3.76438E-08
MA,MA-HD-26th Middlesex,D,Safe,-3.76E-08,R,3.76395E-08
SC,SC-SD-22,D,Safe,3.76E-08,D,3.75602E-08
MA,MA-HD-5th Bristol,D,Safe,-3.73E-08,R,3.72601E-08
MA,MA-HD-29th Middlesex,D,Safe,-3.72E-08,R,3.7158E-08
MA,MA-HD-7th Hampden,D,Safe,-3.71E-08,R,3.70973E-08
MA,MA-HD-10th Plymouth,D,Safe,-3.70E-08,R,3.70271E-08
GA,GA-HD-126,D,Safe,3.69E-08,D,3.68666E-08
MA,MA-HD-4th Norfolk,D,Safe,-3.68E-08,R,3.6807E-08
MA,MA-HD-2nd Hampshire,D,Safe,-3.68E-08,R,3.67677E-08
MA,MA-HD-11th Suffolk,D,Safe,-3.63E-08,R,3.62941E-08
MA,MA-HD-8th Middlesex,D,Safe,-3.63E-08,R,3.62569E-08
MA,MA-HD-18th Suffolk,D,Safe,-3.62E-08,R,3.62122E-08
GA,GA-SD-48,D,Tilt,3.62E-08,D,3.6205E-08
MA,MA-HD-4th Worcester,D,Safe,-3.59E-08,R,3.58793E-08
MA,MA-HD-37th Middlesex,D,Safe,-3.57E-08,R,3.56514E-08
MA,MA-HD-4th Berkshire,D,Safe,-3.55E-08,R,3.55346E-08
MA,MA-HD-7th Suffolk,D,Safe,-3.55E-08,R,3.55265E-08
MA,MA-HD-4th Plymouth,D,Safe,-3.55E-08,R,3.54995E-08
MA,MA-HD-2nd Berkshire,D,Safe,-3.55E-08,R,3.54704E-08
MA,MA-HD-3rd Plymouth,D,Safe,-3.54E-08,R,3.53931E-08
MA,MA-HD-25th Middlesex,D,Safe,-3.54E-08,R,3.53818E-08
MA,MA-HD-9th Suffolk,D,Safe,-3.49E-08,R,3.48971E-08
MA,MA-HD-34th Middlesex,D,Safe,-3.48E-08,R,3.48211E-08
GA,GA-HD-63,D,Safe,3.47E-08,D,3.47295E-08
MA,MA-HD-4th Barnstable,D,Safe,-3.47E-08,R,3.46788E-08
MA,MA-HD-2nd Middlesex,D,Safe,-3.47E-08,R,3.46699E-08
MA,MA-HD-6th Plymouth,D,Safe,-3.44E-08,R,3.44224E-08
MA,MA-HD-3rd Hampshire,D,Safe,-3.44E-08,R,3.4361E-08
MA,MA-HD-10th Worcester,D,Safe,-3.42E-08,R,3.42416E-08
GA,GA-HD-93,D,Safe,3.42E-08,D,3.41631E-08
OR,OR-HD-25,R,Safe,-3.35E-08,R,3.3529E-08
MA,MA-HD-1st Franklin,D,Safe,-3.31E-08,R,3.31465E-08
MA,MA-HD-4th Suffolk,D,Safe,-3.30E-08,R,3.30024E-08
NV,NV-SD-19,R,Safe,-3.30E-08,R,3.29601E-08
MA,MA-HD-8th Suffolk,D,Safe,-3.28E-08,R,3.28173E-08
GA,GA-HD-55,D,Safe,3.26E-08,D,3.25891E-08
IN,IN-HD-89,FALSE,Toss-Up,3.26E-08,D,3.25538E-08
MA,MA-HD-27th Middlesex,D,Safe,-3.25E-08,R,3.25068E-08
IN,IN-HD-7,R,Tilt,3.23E-08,D,3.22723E-08
OR,OR-HD-59,R,Safe,-3.14E-08,R,3.14347E-08
GA,GA-HD-66,D,Safe,3.14E-08,D,3.14267E-08
MA,MA-HD-3rd Suffolk,D,Safe,-3.11E-08,R,3.1052E-08
SC,SC-SD-36,D,Safe,3.01E-08,D,3.00782E-08
UT,UT-HD-49,R,Lean,3.00E-08,D,2.99786E-08
TN,TN-HD-82,R,Safe,2.95E-08,D,2.94892E-08
TN,TN-HD-30,R,Safe,2.83E-08,D,2.8328E-08
TN,TN-HD-37,R,Safe,2.74E-08,D,2.74354E-08
UT,UT-HD-47,R,Lean,2.74E-08,D,2.74131E-08
NV,NV-HD-40,R,Safe,-2.68E-08,R,2.68143E-08
MA,MA-HD-17th Worcester,D,Likely,-2.68E-08,R,2.67638E-08
KY,KY-HD-46,D,Safe,2.65E-08,D,2.65031E-08
MA,MA-HD-2nd Bristol,D,Likely,-2.62E-08,R,2.61736E-08
MA,MA-HD-3rd Worcester,D,Likely,-2.56E-08,R,2.55629E-08
OR,OR-HD-56,R,Safe,-2.52E-08,R,2.51767E-08
UT,UT-HD-9,R,Lean,2.40E-08,D,2.398E-08
UT,UT-HD-38,R,Tilt,2.36E-08,D,2.35671E-08
SC,SC-SD-26,D,Safe,2.36E-08,D,2.35622E-08
OR,OR-HD-3,R,Safe,-2.31E-08,R,2.30648E-08
AR,AR-HD-96,R,Safe,2.18E-08,D,2.17522E-08
AR,AR-HD-59,R,Safe,2.16E-08,D,2.16019E-08
AR,AR-HD-88,R,Safe,2.13E-08,D,2.12874E-08
MA,MA-HD-2nd Hampden,D,Likely,-2.12E-08,R,2.12107E-08
SC,SC-SD-39,D,Safe,2.11E-08,D,2.11481E-08
AR,AR-HD-28,R,Safe,2.00E-08,D,2.00424E-08
IN,IN-HD-15,FALSE,Toss-Up,2.00E-08,D,2.00043E-08
UT,UT-HD-33,R,Tilt,1.99E-08,D,1.98947E-08
AR,AR-HD-15,R,Safe,1.96E-08,D,1.96365E-08
AR,AR-HD-87,R,Safe,1.95E-08,D,1.94952E-08
AR,AR-HD-67,R,Safe,1.94E-08,D,1.94256E-08
AR,AR-HD-80,R,Safe,1.94E-08,D,1.94043E-08
AR,AR-HD-65,R,Safe,1.94E-08,D,1.93542E-08
OR,OR-HD-57,R,Safe,-1.93E-08,R,1.93486E-08
AR,AR-HD-77,R,Safe,1.92E-08,D,1.92458E-08
AR,AR-HD-74,R,Safe,1.91E-08,D,1.91171E-08
UT,UT-HD-8,R,Lean,1.89E-08,D,1.89336E-08
AR,AR-HD-82,R,Safe,1.89E-08,D,1.89171E-08
AR,AR-HD-27,R,Safe,1.88E-08,D,1.87636E-08
AR,AR-HD-76,R,Safe,1.87E-08,D,1.86844E-08
AR,AR-HD-53,R,Safe,1.87E-08,D,1.8662E-08
AR,AR-HD-90,R,Safe,1.83E-08,D,1.83172E-08
OR,OR-HD-60,R,Safe,-1.83E-08,R,1.82781E-08
AR,AR-HD-22,R,Safe,1.83E-08,D,1.82742E-08
AR,AR-HD-44,R,Safe,1.82E-08,D,1.81842E-08
AR,AR-HD-100,R,Safe,1.82E-08,D,1.81611E-08
MA,MA-HD-18th Essex,D,Likely,-1.81E-08,R,1.81476E-08
IL,IL-HD-49,D,Lean,-1.81E-08,R,1.80536E-08
AR,AR-HD-40,R,Safe,1.80E-08,D,1.80204E-08
AR,AR-HD-91,R,Safe,1.80E-08,D,1.79949E-08
AR,AR-HD-93,R,Safe,1.78E-08,D,1.77729E-08
KY,KY-HD-65,D,Safe,1.78E-08,D,1.77642E-08
IL,IL-HD-48,D,Lean,-1.77E-08,R,1.76832E-08
GA,GA-SD-40,D,Likely,1.76E-08,D,1.75684E-08
AR,AR-HD-31,R,Safe,1.74E-08,D,1.74003E-08
AR,AR-HD-26,R,Safe,1.69E-08,D,1.6938E-08
OR,OR-HD-18,R,Safe,-1.68E-08,R,1.68065E-08
AR,AR-HD-68,R,Safe,1.67E-08,D,1.66799E-08
OR,OR-HD-58,R,Safe,-1.66E-08,R,1.65972E-08
KY,KY-HD-79,D,Safe,1.63E-08,D,1.62733E-08
OR,OR-HD-1,R,Safe,-1.59E-08,R,1.59171E-08
IL,IL-HD-61,D,Lean,-1.59E-08,R,1.58585E-08
OR,OR-HD-17,R,Safe,-1.58E-08,R,1.58307E-08
OR,OR-HD-55,R,Safe,-1.58E-08,R,1.58292E-08
UT,UT-HD-43,R,Tilt,1.57E-08,D,1.56678E-08
OR,OR-HD-7,R,Safe,-1.56E-08,R,1.56292E-08
OR,OR-HD-4,R,Safe,-1.51E-08,R,1.51299E-08
SC,SC-SD-32,D,Safe,1.50E-08,D,1.50285E-08
OR,OR-HD-2,R,Safe,-1.50E-08,R,1.49796E-08
MA,MA-HD-2nd Worcester,D,Lean,-1.44E-08,R,1.43534E-08
IL,IL-HD-51,D,Lean,-1.34E-08,R,1.3381E-08
SC,SC-SD-29,D,Safe,1.33E-08,D,1.32531E-08
SC,SC-SD-45,D,Safe,1.32E-08,D,1.31533E-08
IN,IN-HD-19,D,Tilt,1.30E-08,D,1.29997E-08
SC,SC-HD-019,R,Safe,1.29E-08,D,1.29236E-08
NV,NV-HD-32,R,Safe,-1.27E-08,R,1.26648E-08
SC,SC-HD-123,R,Safe,1.26E-08,D,1.26445E-08
MA,MA-HD-4th Hampden,D,Lean,-1.25E-08,R,1.253E-08
IL,IL-HD-116,FALSE,Toss-Up,-1.23E-08,R,1.23212E-08
KY,KY-HD-57,D,Safe,1.19E-08,D,1.1889E-08
TN,TN-HD-83,R,Lean,1.18E-08,D,1.18314E-08
SC,SC-HD-094,R,Safe,1.18E-08,D,1.17567E-08
IL,IL-HD-45,D,Lean,-1.16E-08,R,1.15765E-08
AR,AR-HD-58,R,Safe,1.16E-08,D,1.15688E-08
SC,SC-HD-026,R,Safe,1.15E-08,D,1.14806E-08
SC,SC-HD-112,R,Safe,1.15E-08,D,1.14777E-08
SC,SC-SD-7,D,Safe,1.15E-08,D,1.14679E-08
IL,IL-HD-81,D,Lean,-1.15E-08,R,1.14636E-08
SC,SC-HD-020,R,Safe,1.14E-08,D,1.13697E-08
NV,NV-HD-39,R,Safe,-1.13E-08,R,1.12539E-08
IN,IN-HD-35,D,Tilt,1.12E-08,D,1.12202E-08
SC,SC-HD-048,R,Safe,1.11E-08,D,1.10972E-08
SC,SC-HD-060,R,Safe,1.10E-08,D,1.10174E-08
SC,SC-HD-083,R,Safe,1.09E-08,D,1.09114E-08
SC,SC-HD-043,R,Safe,1.09E-08,D,1.08921E-08
SC,SC-HD-007,R,Safe,1.09E-08,D,1.08657E-08
SC,SC-HD-018,R,Safe,1.07E-08,D,1.07359E-08
SC,SC-HD-013,R,Safe,1.07E-08,D,1.07138E-08
SC,SC-HD-063,R,Safe,1.06E-08,D,1.05951E-08
SC,SC-HD-033,R,Safe,1.05E-08,D,1.05209E-08
SC,SC-HD-034,R,Safe,1.04E-08,D,1.04295E-08
SC,SC-HD-071,R,Safe,1.04E-08,D,1.04035E-08
SC,SC-HD-008,R,Safe,1.04E-08,D,1.0385E-08
SC,SC-HD-028,R,Safe,1.03E-08,D,1.026E-08
SC,SC-HD-022,R,Safe,1.01E-08,D,1.00578E-08
SC,SC-HD-124,R,Safe,1.00E-08,D,1.00195E-08
SC,SC-HD-035,R,Safe,9.96E-09,D,9.95892E-09
SC,SC-HD-118,R,Safe,9.81E-09,D,9.81214E-09
SC,SC-HD-045,R,Safe,9.80E-09,D,9.80278E-09
SC,SC-HD-047,R,Safe,9.75E-09,D,9.74505E-09
SC,SC-HD-003,R,Safe,9.65E-09,D,9.65184E-09
SC,SC-HD-099,R,Safe,9.57E-09,D,9.56645E-09
AR,AR-HD-7,R,Safe,9.31E-09,D,9.30976E-09
NV,NV-HD-26,R,Safe,-9.28E-09,R,9.27983E-09
SC,SC-HD-068,R,Safe,9.18E-09,D,9.18209E-09
MA,MA-HD-12th Plymouth,D,Lean,-9.15E-09,R,9.15097E-09
SC,SC-HD-056,R,Safe,9.07E-09,D,9.07372E-09
MA,MA-HD-19th Middlesex,D,Lean,-9.03E-09,R,9.02859E-09
IL,IL-HD-111,D,Tilt,-8.61E-09,R,8.6132E-09
AR,AR-HD-49,R,Safe,8.34E-09,D,8.34268E-09
UT,UT-HD-54,FALSE,Toss-Up,8.04E-09,D,8.04027E-09
AR,AR-HD-3,R,Safe,7.92E-09,D,7.92234E-09
NV,NV-HD-23,R,Safe,-7.46E-09,R,7.45641E-09
SC,SC-HD-110,R,Likely,7.32E-09,D,7.3202E-09
AR,AR-HD-8,R,Safe,7.27E-09,D,7.27272E-09
SC,SC-HD-097,R,Likely,6.95E-09,D,6.95307E-09
SC,SC-HD-075,R,Likely,6.60E-09,D,6.60415E-09
AR,AR-HD-14,R,Safe,6.48E-09,D,6.47623E-09
IL,IL-HD-20,D,Tilt,-6.46E-09,R,6.46314E-09
TN,TN-HD-97,R,Lean,6.28E-09,D,6.27582E-09
AR,AR-HD-97,R,Safe,6.24E-09,D,6.23788E-09
TN,TN-HD-49,R,Lean,5.93E-09,D,5.93363E-09
TX,TX-SD-13,D,Safe,5.90E-09,D,5.8988E-09
TX,TX-SD-27,D,Safe,5.76E-09,D,5.75606E-09
AR,AR-HD-94,R,Lean,5.48E-09,D,5.47752E-09
TX,TX-SD-20,D,Safe,5.45E-09,D,5.45409E-09
TX,TX-SD-29,D,Safe,5.23E-09,D,5.22745E-09
GA,GA-SD-6,D,Safe,4.89E-09,D,4.88537E-09
MA,MA-HD-13th Essex,D,Tilt,-4.75E-09,R,4.75307E-09
TX,TX-SD-21,D,Safe,4.66E-09,D,4.65705E-09
MA,MA-HD-2nd Essex,FALSE,Toss-Up,-4.08E-09,R,4.08242E-09
IN,IN-HD-66,D,Likely,3.90E-09,D,3.90113E-09
MA,MA-SD-Second Plymouth & Bristol,D,Safe,-3.79E-09,R,3.79122E-09
IL,IL-HD-97,FALSE,Toss-Up,-3.77E-09,R,3.77078E-09
MA,MA-SD-Second Middlesex & Norfolk,D,Safe,-3.76E-09,R,3.75957E-09
UT,UT-HD-10,D,Tilt,3.72E-09,D,3.72285E-09
MA,MA-SD-Second Essex & Middlesex,D,Safe,-3.67E-09,R,3.66952E-09
MA,MA-SD-Hampden,D,Safe,-3.63E-09,R,3.62984E-09
MA,MA-SD-Third Essex,D,Safe,-3.58E-09,R,3.57803E-09
IL,IL-HD-54,FALSE,Toss-Up,-3.57E-09,R,3.56611E-09
MA,"MA-SD-Norfolk, Bristol & Plymouth",D,Safe,-3.54E-09,R,3.54316E-09
MA,MA-SD-First Middlesex,D,Safe,-3.53E-09,R,3.52508E-09
MA,MA-SD-Norfolk & Plymouth,D,Safe,-3.51E-09,R,3.51143E-09
TN,TN-HD-18,FALSE,Toss-Up,3.51E-09,D,3.50763E-09
MA,MA-SD-Second Bristol & Plymouth,D,Safe,-3.45E-09,R,3.45352E-09
MA,MA-SD-First Middlesex & Norfolk,D,Safe,-3.44E-09,R,3.43854E-09
MA,MA-SD-Third Middlesex,D,Safe,-3.42E-09,R,3.42211E-09
MA,MA-SD-Norfolk & Suffolk,D,Safe,-3.40E-09,R,3.39842E-09
MA,MA-SD-Fourth Middlesex,D,Safe,-3.39E-09,R,3.39385E-09
MA,MA-SD-Second Worcester,D,Safe,-3.39E-09,R,3.39272E-09
MA,MA-SD-First Bristol & Plymouth,D,Safe,-3.36E-09,R,3.35734E-09
MA,MA-SD-Middlesex & Worcester,D,Safe,-3.35E-09,R,3.34907E-09
MA,MA-SD-First Hampden & Hampshire,D,Safe,-3.35E-09,R,3.34761E-09
SC,SC-HD-114,R,Lean,3.32E-09,D,3.31703E-09
IN,IN-HD-36,D,Likely,3.29E-09,D,3.28801E-09
MA,"MA-SD-Berkshire, Hampshire, Franklin & Hampden",D,Safe,-3.26E-09,R,3.25794E-09
MA,MA-SD-Fifth Middlesex,D,Safe,-3.25E-09,R,3.24738E-09
MA,MA-SD-First Worcester,D,Safe,-3.24E-09,R,3.24123E-09
MA,"MA-SD-Hampshire, Franklin & Worcester",D,Safe,-3.23E-09,R,3.22829E-09
IL,IL-HD-47,R,Tilt,-3.22E-09,R,3.21817E-09
MA,MA-SD-First Essex,D,Safe,-3.17E-09,R,3.16893E-09
MA,MA-SD-Second Essex,D,Safe,-3.15E-09,R,3.14919E-09
IL,IL-HD-42,R,Tilt,-3.10E-09,R,3.10099E-09
IL,IL-HD-70,R,Lean,-3.08E-09,R,3.08178E-09
MA,MA-SD-First Plymouth & Bristol,D,Safe,-3.06E-09,R,3.06481E-09
MA,MA-SD-Cape & Islands,D,Safe,-3.03E-09,R,3.02934E-09
MA,MA-SD-Bristol & Norfolk,D,Safe,-2.98E-09,R,2.98318E-09
MA,MA-SD-First Suffolk & Middlesex,D,Safe,-2.98E-09,R,2.97749E-09
MA,MA-SD-Middlesex & Suffolk,D,Safe,-2.98E-09,R,2.9766E-09
MA,MA-SD-Second Suffolk,D,Safe,-2.86E-09,R,2.86076E-09
MA,MA-SD-First Suffolk,D,Safe,-2.81E-09,R,2.8066E-09
IN,IN-HD-12,D,Safe,2.69E-09,D,2.68583E-09
MA,MA-SD-Second Middlesex,D,Safe,-2.66E-09,R,2.65924E-09
MA,MA-SD-Second Suffolk & Middlesex,D,Safe,-2.57E-09,R,2.57445E-09
IL,IL-HD-93,R,Lean,-2.52E-09,R,2.51839E-09
IL,IL-HD-65,R,Lean,-2.51E-09,R,2.5051E-09
GA,GA-SD-41,D,Safe,2.40E-09,D,2.40445E-09
MA,MA-HD-3rd Bristol,D,Tilt,-2.40E-09,R,2.40084E-09
AR,AR-HD-41,R,Tilt,2.40E-09,D,2.39516E-09
IL,IL-HD-41,R,Tilt,-2.08E-09,R,2.08318E-09
IL,IL-HD-68,R,Tilt,-2.02E-09,R,2.02082E-09
GA,GA-SD-12,D,Safe,1.99E-09,D,1.99082E-09
IN,IN-HD-87,D,Safe,1.99E-09,D,1.98628E-09
MA,MA-HD-5th Plymouth,R,Tilt,-1.84E-09,R,1.83606E-09
GA,GA-SD-44,D,Safe,1.81E-09,D,1.80536E-09
IL,IL-HD-79,R,Likely,-1.74E-09,R,1.74106E-09
MA,MA-HD-2nd Barnstable,R,Tilt,-1.74E-09,R,1.73839E-09
GA,GA-SD-43,D,Safe,1.71E-09,D,1.7134E-09
AR,AR-HD-32,R,Tilt,1.60E-09,D,1.6047E-09
MA,MA-HD-1st Plymouth,R,Tilt,-1.59E-09,R,1.59077E-09
IN,IN-HD-43,D,Safe,1.51E-09,D,1.51394E-09
AR,AR-HD-38,R,Tilt,1.49E-09,D,1.48985E-09
AR,AR-HD-39,R,Lean,1.49E-09,D,1.48962E-09
IL,IL-HD-66,R,Lean,-1.38E-09,R,1.38347E-09
IN,IN-HD-100,D,Safe,1.35E-09,D,1.3541E-09
MA,MA-HD-8th Worcester,R,Lean,-1.33E-09,R,1.33061E-09
IL,IL-HD-104,R,Likely,-1.29E-09,R,1.28841E-09
IN,IN-HD-94,D,Safe,1.21E-09,D,1.20601E-09
IL,IL-HD-64,R,Likely,-1.17E-09,R,1.1749E-09
UT,UT-HD-31,D,Safe,1.15E-09,D,1.1476E-09
IN,IN-HD-97,D,Safe,1.05E-09,D,1.05464E-09
UT,UT-HD-22,D,Safe,9.88E-10,D,9.87771E-10
IN,IN-HD-27,D,Safe,9.77E-10,D,9.77006E-10
MA,MA-HD-1st Essex,R,Lean,-9.72E-10,R,9.718E-10
UT,UT-HD-34,D,Safe,9.71E-10,D,9.70637E-10
IN,IN-HD-34,D,Safe,9.56E-10,D,9.56254E-10
UT,UT-HD-32,D,Safe,9.05E-10,D,9.04621E-10
AR,AR-HD-9,R,Lean,8.58E-10,D,8.58478E-10
UT,UT-HD-44,D,Safe,8.39E-10,D,8.38745E-10
MA,"MA-SD-Worcester, Hampden, Hampshire & Middlesex",D,Likely,-8.34E-10,R,8.33738E-10
SC,SC-HD-044,R,Tilt,7.38E-10,D,7.3847E-10
MA,MA-HD-12th Bristol,R,Likely,-7.35E-10,R,7.35251E-10
IL,IL-HD-95,R,Safe,-7.03E-10,R,7.02637E-10
IL,IL-HD-91,R,Safe,-6.50E-10,R,6.5002E-10
MA,MA-HD-7th Plymouth,R,Likely,-5.86E-10,R,5.8579E-10
IL,IL-HD-37,R,Safe,-5.76E-10,R,5.75643E-10
MA,MA-HD-3rd Barnstable,R,Lean,-5.63E-10,R,5.62686E-10
MA,MA-HD-1st Barnstable,R,Lean,-5.38E-10,R,5.38314E-10
UT,UT-HD-23,D,Safe,5.36E-10,D,5.36025E-10
AR,AR-HD-89,D,Lean,5.28E-10,D,5.2809E-10
MA,MA-HD-4th Essex,R,Likely,-5.21E-10,R,5.21008E-10
IL,IL-HD-71,R,Safe,-4.70E-10,R,4.70331E-10
SC,SC-HD-115,D,Tilt,4.40E-10,D,4.40217E-10
UT,UT-HD-40,D,Safe,3.90E-10,D,3.89991E-10
UT,UT-HD-35,D,Safe,3.80E-10,D,3.8036E-10
UT,UT-HD-25,D,Safe,3.79E-10,D,3.78771E-10
IL,IL-HD-82,R,Safe,-3.66E-10,R,3.65695E-10
UT,UT-HD-28,D,Safe,3.63E-10,D,3.6322E-10
MA,MA-HD-11th Worcester,R,Likely,-3.63E-10,R,3.62865E-10
UT,UT-HD-36,D,Safe,3.59E-10,D,3.58876E-10
UT,UT-HD-46,D,Safe,3.51E-10,D,3.50949E-10
UT,UT-HD-37,D,Safe,3.50E-10,D,3.49534E-10
TN,TN-HD-67,D,Likely,3.31E-10,D,3.31132E-10
IL,IL-HD-109,R,Safe,-3.20E-10,R,3.20318E-10
IL,IL-HD-73,R,Safe,-3.19E-10,R,3.18667E-10
IL,IL-HD-90,R,Safe,-3.15E-10,R,3.14736E-10
IL,IL-HD-107,R,Safe,-3.14E-10,R,3.14014E-10
TN,TN-HD-13,D,Likely,3.11E-10,D,3.11423E-10
IL,IL-HD-63,R,Safe,-3.11E-10,R,3.11202E-10
IL,IL-HD-74,R,Safe,-3.10E-10,R,3.10404E-10
IL,IL-HD-108,R,Safe,-3.00E-10,R,3.00259E-10
IL,IL-HD-94,R,Safe,-2.95E-10,R,2.94506E-10
SC,SC-HD-117,D,Lean,2.93E-10,D,2.93032E-10
MA,MA-HD-5th Barnstable,R,Safe,-2.91E-10,R,2.90555E-10
IL,IL-HD-88,R,Safe,-2.84E-10,R,2.8401E-10
MA,MA-HD-9th Norfolk,R,Safe,-2.71E-10,R,2.71241E-10
IL,IL-HD-105,R,Safe,-2.67E-10,R,2.66878E-10
MA,MA-HD-5th Worcester,R,Safe,-2.63E-10,R,2.62715E-10
SC,SC-HD-015,D,Tilt,2.60E-10,D,2.60398E-10
